Title,Company,Experience,Salary,Location,Posted_days_ago,Applications,Employment Type,Role,Education,B.Tech/B.E,B.Sc,BCA,M.Tech,MBA,MCA,M.Sc,Ph.D,Database,Testing,Programming,Web Development,Cloud Computing,Data-Driven Technologies,Project Management & DevOps,Analysis & BI,Mobile Development,Cybersecurity & API Management,Containers & Orchestration
technical marketing engr (ai/ml),netapp,expereince,not disclosed,bengaluru,8.0,151.0, full time,product analyst,both,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
application modernization architect,ntt data,expereince,not disclosed,hyderabad,8.0,48.0, full time,technical architect,ug,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
java gcp integration lead,ntt data,expereince,not disclosed,hyderabad,8.0,79.0, full time,technical architect,ug,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
offensive security lead,rakuten symphony,expereince,not disclosed,indore,8.0,137.0, full time,it security - other,both,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
data solution architect,purview services,freshers,20-30,hyderabad,8.0,91.0, full time,solution architect,ug,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
linux l3,ntt data,expereince,not disclosed,chennai,8.0,89.0, full time,system security engineer,ug,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1
java backend developer,particle41,expereince,not disclosed,hiring office located in pune,8.0,1855.0, full time,back end developer,ug,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
lead - marketing science (mmm),lifesight technologies,expereince,not disclosed,bengaluru,9.0,126.0, full time,direct marketing,both,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"test automation engineer, sr level",globant,expereince,not disclosed,pune,9.0,589.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
cloud architect,leading client,freshers,not disclosed,hiring office located in chennai,9.0,116.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
senior associate data scientist,amgen inc,expereince,not disclosed,hyderabad,9.0,286.0, full time,data scientist,both,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
software development lead,accenture,expereince,not disclosed,pune,9.0,67.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
software developer,ibm,expereince,not disclosed,bengaluru,9.0,1102.0, full time,software developer in test (sdet),both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
openshift container platform (ocp) admin l3,ibm,expereince,not disclosed,mumbai,9.0,121.0, full time,system administrator / engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,pune,9.0,10.0, full time,database analyst,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
technology architect,accenture,expereince,not disclosed,mumbai,9.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
responsible ai advisor,accenture,expereince,not disclosed,hyderabad,9.0,38.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
application support engineer,accenture,expereince,not disclosed,gurugram,9.0,10.0, full time,it support - other,both,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
technology architect,accenture,expereince,not disclosed,gurugram,9.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
technology architect,accenture,expereince,not disclosed,mumbai,9.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
business architect,accenture,expereince,not disclosed,bengaluru,9.0,22.0, full time,analytics / bi manager,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
i&f decision sci practitioner analyst,accenture,expereince,not disclosed,gurugram,9.0,32.0, full time,business analyst,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
data engineer,accenture,expereince,not disclosed,kolkata,9.0,10.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
cloud platform engineer,accenture,expereince,not disclosed,pune,9.0,70.0, full time,cloud system administration,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,pune,9.0,76.0, full time,database administrator,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
engineering services lead,accenture,expereince,not disclosed,bengaluru,9.0,25.0, full time,technical lead,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
full stack engineer,accenture,expereince,not disclosed,hyderabad,9.0,52.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
java spring reactive developer,vervenest technologies,expereince,not disclosed,hyderabad,9.0,396.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
devops engineer,cybage,freshers,not disclosed,pune,9.0,189.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
devops architect,cybage,freshers,not disclosed,pune,9.0,94.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
technical operations manager,leading client,expereince,not disclosed,hyderabad,9.0,261.0, full time,head - network operations,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
infra lead,voco technologies,expereince,not disclosed,hyderabad,9.0,176.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
java full stack developer,vaanam technologies,expereince,not disclosed,bengaluru,9.0,1436.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
java full stack developer,vaanam technologies,expereince,not disclosed,chennai,9.0,853.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
java full stack developer,vaanam technologies,expereince,not disclosed,pune,9.0,1832.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
devops engineer,revolo infotech,expereince,not disclosed,mumbai,9.0,872.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
software development engineering (web) internship in ahmedabad,electrify services,freshers,not disclosed,ahmedabad,9.0,2040.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
alethea communications technologies engineering director devops,alethea communications technologies,expereince,not disclosed,bengaluru,9.0,126.0, full time,head - engineering,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
"data scientistpython, sql, jupyter notebook",epergne solutions,expereince,not disclosed,chennai,9.0,369.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"data scientistpython, sql, jupyter notebook",epergne solutions,expereince,not disclosed,noida,9.0,404.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"data scientistpython, sql, jupyter notebook",epergne solutions,expereince,not disclosed,hyderabad,9.0,426.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"data scientistpython, sql, jupyter notebook",epergne solutions,expereince,not disclosed,mumbai,9.0,439.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"data scientistpython, sql, jupyter notebook",epergne solutions,expereince,not disclosed,bengaluru,9.0,529.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"data scientistpython, sql, jupyter notebook",epergne solutions,expereince,not disclosed,pune,9.0,520.0, full time,full stack data scientist,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
java full stack developer,vaanam technologies,expereince,not disclosed,coimbatore,9.0,610.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
soc engineer (engineer r&d / dev),soffit infrastructure services,expereince,not disclosed,kochi,9.0,124.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
senior security analyst,gainsight,expereince,not disclosed,hyderabad,9.0,569.0, full time,security engineer / analyst,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
node.js/typescript developer,hnm sourcing,expereince,not disclosed,chennai,9.0,467.0, full time,search engineer,both,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
cloud engineering integration lead middleware,hnm sourcing,expereince,not disclosed,visakhapatnam,9.0,79.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
node developer,squareboat,expereince,not disclosed,gurugram,9.0,794.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
edutest solutions technical consultant full stack development,edutest solutions,expereince,not disclosed,ahmedabad,9.0,71.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
gateway group of companies senior software engineer .net/angularjs,gateway group,expereince,not disclosed,ahmedabad,9.0,98.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
devops engineer -4,cashfree payments,expereince,not disclosed,bengaluru,9.0,542.0, full time,devops engineer,both,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
php codeigniter developer 2+ year exp,svp infotech,expereince,not disclosed,mumbai,9.0,78.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
lead/senior machine learning engineer,cloudside technologies,expereince,not disclosed,coimbatore,9.0,49.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
senior full stack developer javascript/react.js,techjays,expereince,not disclosed,chennai,9.0,208.0, full time,front end developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
machine learning engineer,carnera technologies inc.,expereince,not disclosed,pune,9.0,699.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
net developer asp/c#,techjays,expereince,not disclosed,chennai,9.0,584.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
mindstix software labs technical lead backend development,mindstix software labs,expereince,not disclosed,pune,9.0,58.0, full time,technical lead,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
associate security analyst,gainsight,expereince,not disclosed,hyderabad,9.0,929.0, full time,security engineer / analyst,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
cloud engineer iac terraform,hnm sourcing,expereince,not disclosed,hyderabad,9.0,881.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
"senior software engineer (java, clojure)",viasat,expereince,not disclosed,hyderabad,9.0,118.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
engineer iii consultant - data science,verizon,expereince,not disclosed,hyderabad,9.0,370.0, full time,analytics consultant,both,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
vmware senior sr engineer,maneva consulting private limited,expereince,not disclosed,visakhapatnam,9.0,229.0, full time,system administrator / engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
python tech lead,applied materials,freshers,not disclosed,bengaluru,9.0,27.0, full time,technical lead,both,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
servicenow dev vr workflows - backfill,leading client,expereince,not disclosed,pune,9.0,184.0, full time,technical lead,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0
solution architect-telecom domain,r systems international,expereince,not disclosed,noida,9.0,110.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"sse (typescript, gen ai) professional",ai-powered regulatory compliance platfor...,expereince,not disclosed,gurugram,9.0,84.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
support engineer,leading client,expereince,not disclosed,maharashtra,9.0,396.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
cloud_ kafka admin_c1,leading client,expereince,not disclosed,pune,9.0,109.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
cloud architect,leading client,expereince,not disclosed,bengaluru,9.0,141.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
engineering manager (java),highradius,expereince,not disclosed,hyderabad,9.0,35.0, full time,engineering manager,both,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
cloud security professional,leading client,freshers,not disclosed,bengaluru,9.0,78.0, full time,system security engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
sr llm engineer,leading client,expereince,not disclosed,hiring office located in chennai,9.0,58.0, full time,blockchain quality assurance engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1
cloud kafka admin,leading client,expereince,not disclosed,pune,9.0,361.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1
backend developer,delivery intelligence platform,expereince,not disclosed,bengaluru,9.0,2828.0, full time,back end developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
data governance lead,greynubo,expereince,not disclosed,kochi,9.0,30.0, full time,other,ug,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salesforce slack,mnc,expereince,12-22,hyderabad,9.0,112.0, full time,it consulting - other,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
cloud sales specialist,manpower group,expereince,not disclosed,mumbai,9.0,143.0, full time,enterprise & b2b sales - other,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
linux engineer,ntt data,expereince,not disclosed,hyderabad,9.0,774.0, full time,system administrator / engineer,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
consultant vmware,softenger,expereince,not disclosed,pune,9.0,328.0, full time,it infrastructure services - other,ug,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
senior .net developer/development team lead,"gpc global information solutions llc,",expereince,not disclosed,hyderabad,9.0,101.0, full time,technical lead,pg,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
"cloud engineer (go, c++,java, cloud)",netapp,expereince,not disclosed,bengaluru,9.0,177.0, full time,devops engineer,both,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
devops engineer,hiring for one of the most prestigious m...,expereince,not disclosed,bengaluru,9.0,1071.0, full time,devops engineer,ug,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
node js developer,digitalrooar,expereince,4.75-7.5,kota,9.0,347.0, full time,back end developer,ug,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
python architect,viai solutions,expereince,not disclosed,hyderabad,9.0,77.0, full time,technical architect,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"cloud software engineer (golang, dsa, cloud)",netapp,expereince,not disclosed,bengaluru,9.0,184.0, full time,database administrator,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
technical architect,boston technology corporation(btc),freshers,not disclosed,bengaluru,9.0,76.0, full time,technical architect,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
finops analyst- manager,experis it,freshers,18-22.5,chennai,9.0,164.0, full time,finance - other,both,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
devops (sde 2/3) professional,delivery intelligence platform,expereince,not disclosed,bengaluru,10.0,817.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
emerging_cloud_cloud (platform) engineer_c2,leading client,expereince,not disclosed,karnataka,10.0,157.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
devops engineer,delivery intelligence platform,expereince,not disclosed,bengaluru,10.0,4194.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
devops engineer,climbax entertainment,expereince,not disclosed,gurugram,10.0,2272.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
cn - public service - social services - manager,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,strategic management - other,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
solution architect,accenture,expereince,not disclosed,pune,10.0,18.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
google cloud platform architecture-application developer,accenture,expereince,not disclosed,pune,10.0,72.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
google bigquery-data platform engineer,accenture,expereince,not disclosed,hyderabad,10.0,31.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
sap basis administration-software development engineer,accenture,expereince,not disclosed,pune,10.0,34.0, full time,database administrator,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
google bigquery-data platform engineer,accenture,expereince,not disclosed,bengaluru,10.0,42.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data science analytics specialist - data science,accenture,expereince,not disclosed,navi mumbai,10.0,27.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
application lead,accenture,expereince,not disclosed,pune,10.0,15.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,mumbai,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
data platform engineer,accenture,expereince,not disclosed,bengaluru,10.0,12.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,back end developer,both,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,technical lead,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
application developer,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,16.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,pune,10.0,17.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,back end developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
technology platform engineer,accenture,expereince,not disclosed,pune,10.0,45.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
technology platform engineer,accenture,expereince,not disclosed,pune,10.0,49.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
enterprise technology architect,accenture,expereince,not disclosed,chennai,10.0,12.0, full time,infrastructure architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
application developer,accenture,expereince,not disclosed,kolkata,10.0,16.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
application developer,accenture,expereince,not disclosed,hyderabad,10.0,11.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1
application designer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,infrastructure architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
solution enablement,accenture,expereince,not disclosed,noida,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,bengaluru,10.0,25.0, full time,data warehouse architect / consultant,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
cloud technology architecture-enterprise solution architect,accenture,freshers,not disclosed,pune,10.0,43.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,technical lead,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,pune,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
ai / ml engineer,accenture,expereince,not disclosed,bengaluru,10.0,22.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
ai / ml engineer,accenture,expereince,not disclosed,bengaluru,10.0,14.0, full time,machine learning engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
application developer,accenture,expereince,not disclosed,hyderabad,10.0,18.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,11.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
technology architect,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
application support engineer,accenture,expereince,not disclosed,bengaluru,10.0,19.0, full time,it support - other,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,chennai,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
cloud operations administrator,accenture,expereince,not disclosed,mumbai,10.0,54.0, full time,system administrator / engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
data platform engineer,accenture,expereince,not disclosed,hyderabad,10.0,58.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
data platform engineer,accenture,expereince,not disclosed,hyderabad,10.0,59.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
cloud platform engineer,accenture,expereince,not disclosed,pune,10.0,10.0, full time,devops - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,chennai,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
application support engineer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,it support - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,technical lead,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,15.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,pune,10.0,38.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,data warehouse developer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,chennai,10.0,10.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
data engineer,accenture,expereince,not disclosed,bengaluru,10.0,78.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
application support engineer,accenture,expereince,not disclosed,ahmedabad,10.0,10.0, full time,system administrator / engineer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
application lead,accenture,expereince,not disclosed,hyderabad,10.0,10.0, full time,solution architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
devops engineer,accenture,expereince,not disclosed,bengaluru,10.0,83.0, full time,devops engineer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,chennai,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
software development lead,accenture,expereince,not disclosed,pune,10.0,10.0, full time,devops consultant / architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1
technology platform engineer,accenture,expereince,not disclosed,bengaluru,10.0,25.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
application developer,accenture,expereince,not disclosed,hyderabad,10.0,14.0, full time,search engineer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
software development engineer,accenture,expereince,not disclosed,bengaluru,10.0,21.0, full time,database administrator,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
application developer,accenture,expereince,not disclosed,bengaluru,10.0,19.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
application lead,accenture,expereince,not disclosed,mumbai,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
solution planner,accenture,expereince,not disclosed,chennai,10.0,32.0, full time,data science & analytics - other,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
application lead,accenture,expereince,not disclosed,mumbai,10.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
